,City Name,Latitude,Longitude,Country,UTC +/- (Hours),Max Temperature,Humidity,Cloudiness,Wind Speed
364,Kedrovyy,56.1667,91.8167,RU,7.0,61.63,38,16,12.66
365,Eenhana,-17.4667,16.3333,NA,2.0,96.01,9,0,7.31
366,Jieshi,22.8134,115.8257,CN,8.0,86.58,69,64,10.25
367,Médéa,36.2642,2.7539,DZ,1.0,86.36,36,0,10.27
368,Arrondissement d'Arcachon,44.5875,-1.0519,FR,2.0,77.11,59,100,6.42
369,São Filipe,14.8961,-24.4956,CV,-1.0,81.1,76,8,16.91
370,Takoradze,4.8845,-1.7554,GH,0.0,79.39,82,60,11.63
371,Ketchikan,55.3422,-131.6461,US,-8.0,57.67,94,90,16.26
372,Vila Velha,-20.3297,-40.2925,BR,-3.0,80.8,63,0,17.25
373,Makokou,0.5738,12.8642,GA,1.0,77.22,96,100,4.23
374,Qaqortoq,60.7167,-46.0333,GL,-2.0,52.3,62,0,7.99
375,Khuzdar,27.7384,66.6434,PK,5.0,95.47,26,1,15.79
376,Chaplynka,46.3651,33.5403,UA,3.0,77.47,33,0,14.61
377,Hanzhong,33.0728,107.0303,CN,8.0,70.59,98,100,5.79
378,Nampula,-15.1165,39.2666,MZ,2.0,89.1,31,0,12.35
379,Bethel,41.3712,-73.414,US,-4.0,75.69,51,1,5.91
380,Dano,11.15,-3.0667,BF,0.0,88.84,56,53,9.31
381,Caucayá,-0.1934,-74.7819,CO,-5.0,94.42,48,60,3.02
382,Kalachinsk,55.0529,74.5751,RU,6.0,84.96,23,59,13.31
383,Solnechnyy,50.7214,136.6319,RU,10.0,74.21,52,16,4.07
384,San Quintín,30.4833,-115.95,MX,-7.0,74.75,70,36,11.05
385,Makakilo City,21.3469,-158.0858,US,-10.0,81.45,61,13,20.27
386,La Providencia,28.7167,-111.5833,MX,-7.0,95.29,55,9,11.83
387,Maceió,-9.6658,-35.7353,BR,-3.0,80.67,77,66,12.19
388,Ubari,26.5921,12.7805,LY,2.0,98.47,19,0,16.02
389,College,64.8569,-147.8028,US,-8.0,60.71,87,92,3.2
390,Vestmannaeyjar,63.4427,-20.2734,IS,0.0,55.65,80,100,36.06
391,Leningradskiy,69.3833,178.4167,RU,12.0,33.87,87,100,16.55
392,Tual,-5.6667,132.75,ID,9.0,81.05,82,82,22.08
393,Hobyo,5.3505,48.5268,SO,3.0,83.44,65,22,30.58
394,Ternate,0.8,127.4,ID,9.0,82.78,72,98,5.08
395,Chinsali,-10.5414,32.0816,ZM,2.0,84.6,24,72,11.59
396,Kontagora,10.3999,5.4695,NG,1.0,86.49,66,100,7
397,Santiago del Estero,-27.7951,-64.2615,AR,-3.0,84.42,43,33,13.73
398,Shiyan,32.6475,110.7781,CN,8.0,73.35,91,100,6.93
399,Saldanha,-33.0117,17.9442,ZA,2.0,59.02,69,96,17.11
400,Tra Vinh,9.9347,106.3453,VN,7.0,84.99,72,100,9.86
401,Maragogi,-9.0122,-35.2225,BR,-3.0,81,75,52,11.99
402,Huangcun,30.0145,118.4037,CN,8.0,88.68,66,100,4.61
403,Binghamton,42.0987,-75.918,US,-4.0,74.28,57,3,4.72
404,Millinocket,45.6573,-68.7098,US,-4.0,68.94,44,21,7.25
405,Keti Bandar,24.1447,67.4497,PK,5.0,84.96,74,19,15.21
406,Abu Samrah,35.3029,37.1841,SY,3.0,92.21,19,0,13.38
407,Innisfail,-17.5333,146.0333,AU,10.0,76.71,61,18,10.58
408,Carrascal,9.3703,125.9492,PH,8.0,87.35,65,63,6.69
409,Zholymbet,51.7433,71.7122,KZ,6.0,81.59,23,0,15.35
410,Mandalgovi,45.7625,106.2708,MN,8.0,54.77,40,11,17.6
411,Prieska,-29.6641,22.7474,ZA,2.0,80.26,20,0,17.11
412,Ritchie,-29.038,24.6028,ZA,2.0,84.47,17,12,20.8
413,Maun,-19.9833,23.4167,BW,2.0,93.72,17,0,10.16
414,Paracuru,-3.41,-39.0306,BR,-3.0,86.61,57,57,18.3
415,Avon,41.4517,-82.0354,US,-4.0,76.24,62,75,14.81
416,Bud,39.447,-86.1758,US,-4.0,69.51,83,98,10.76
417,Raposos,-19.9672,-43.8042,BR,-3.0,90.03,26,0,5.88
418,Palauig,15.435,119.9045,PH,8.0,84.63,73,100,9.86
419,Numan,9.4667,12.0333,NG,1.0,80.76,90,98,10.27
420,Wronki,52.7105,16.3804,PL,2.0,64.87,63,71,10.31
421,Berbera,10.4396,45.0143,SO,3.0,101.14,31,11,28.1
422,Fershampenuaz,53.5202,59.8117,RU,5.0,64,44,97,20.13
423,Barão de Melgaço,-16.1944,-55.9675,BR,-4.0,103.55,21,1,7.25
424,Hong Kong,22.2855,114.1577,HK,8.0,86.25,68,52,8.72
425,Severo-Kuril'sk,50.6789,156.125,RU,11.0,54.9,89,70,6.93
426,Rocha,-34.4833,-54.3333,UY,-3.0,61.3,62,0,11.48
427,Nanyang,32.9947,112.5328,CN,8.0,77.58,76,99,11.5
428,Kingaroy,-26.5333,151.8333,AU,10.0,71.46,52,66,14.47
429,Yar-Sale,66.8333,70.8333,RU,5.0,68.04,50,0,26.17
430,Mosquera,4.7059,-74.2302,CO,-5.0,66.52,52,56,8.41
431,Pangody,65.85,74.4859,RU,5.0,69.66,44,6,27.85
432,Leningori,42.126,44.4833,GE,4.0,66.79,62,100,5.37
433,Gorin,51.1983,136.6669,RU,10.0,76.82,52,4,3.87
434,La Rioja,42.25,-2.5,ES,2.0,78.82,30,5,7.9
435,Guozhen,34.3659,107.359,CN,8.0,68.9,97,100,4.97
436,Mount Gambier,-37.8333,140.7667,AU,9.5,55.17,58,51,11.88
437,Puerto Baquerizo Moreno,-0.9,-89.6,EC,-6.0,69.87,85,98,15.82
438,Le Port,-20.9373,55.2919,RE,4.0,73.2,68,50,6.38
439,Faya,18.3851,42.4509,SA,3.0,80.67,23,12,10.2
440,Henties Bay,-22.116,14.2845,NA,2.0,59.58,73,8,15.3
441,Tirumullaivāsal,11.2333,79.8333,IN,5.5,92.1,55,98,14.88
442,Saquarema,-22.92,-42.5103,BR,-3.0,79.77,65,0,16.46
443,Sirte,31.2089,16.5887,LY,2.0,84.74,49,0,14.83
444,Tamiahua,21.2667,-97.45,MX,-5.0,85.35,68,93,9.55
445,Ust'-Ordynskiy,52.805,104.7508,RU,8.0,53.62,41,84,12.1
446,Mossamedes,-15.1961,12.1522,AO,1.0,73.65,72,88,11.34
447,Kichera,55.9375,110.0997,RU,8.0,48.88,71,98,7.07
448,Lerwick,60.1545,-1.1494,GB,1.0,56.7,72,88,10.27
449,Vigrestad,58.5667,5.7,NO,2.0,59.7,67,41,13.49
450,Culebra,18.303,-65.301,PR,-4.0,86.32,75,20,18.92
451,Ambilobe,-13.2,49.05,MG,3.0,93.65,26,14,9.46
452,Carutapera,-1.195,-46.02,BR,-3.0,87.82,57,25,13.91
453,Beyneu,45.3167,55.2,KZ,5.0,76.08,33,6,7.31
454,Brae,60.3964,-1.353,GB,1.0,57.29,70,92,7.65
455,Vostok,46.4856,135.8833,RU,10.0,70.79,51,0,5.5
456,Mahina,-17.5065,-149.489,PF,-10.0,82.17,71,18,19.42
457,Songkhla,6.8333,100.6667,TH,7.0,89.28,51,95,4.97
458,Lichinga,-13.3128,35.2406,MZ,2.0,79.36,27,13,10.4
459,Huicheng,23.0385,116.2899,CN,8.0,89.53,62,79,8.19
460,Severnyy-Kospashskiy,59.0925,57.8008,RU,5.0,49.6,81,99,14.72
461,Kirakira,-10.4544,161.9205,SB,11.0,80.76,83,100,9.62
462,São Borja,-28.6606,-56.0044,BR,-3.0,76.62,61,2,9.75
463,Iqaluit,63.7506,-68.5145,CA,-4.0,46.13,54,100,8.03
464,Alofi,-19.0595,-169.9187,NU,-11.0,76.57,88,86,25.08
465,Yerbogachën,61.2767,108.0108,RU,8.0,54.18,39,44,11.39
466,Soure,-0.7167,-48.5233,BR,-3.0,82.83,77,100,15.39
467,Srandakan,-7.9386,110.2506,ID,7.0,81.64,69,98,13.53
468,High Level,58.5169,-117.136,CA,-6.0,78.06,30,86,13.49
469,Sept-Îles,50.2001,-66.3821,CA,-4.0,55.04,75,100,18.86
470,Uthal,25.8072,66.6219,PK,5.0,100.8,41,5,17.4
471,Ust-Kuyga,70.0167,135.6,RU,10.0,46.87,59,100,16.91
472,Bintulu,3.1667,113.0333,MY,8.0,86.34,62,93,7.47
473,Rāni,25.3503,73.3089,IN,5.5,94.03,50,62,8.55
474,Bihać,44.8169,15.8708,BA,2.0,77.29,46,1,6.82
475,Kristiansand,58.1467,7.9956,NO,2.0,62.37,54,65,10.56
476,Skerries,53.5828,-6.1083,IE,1.0,59.74,85,74,10.69
477,Paamiut,61.994,-49.6678,GL,-2.0,42.55,82,0,25.14
478,Belyy Yar,53.6039,91.3903,RU,7.0,68.23,49,2,5.17
479,Flin Flon,54.7682,-101.865,CA,-5.0,62.56,47,83,11.68
480,Kjøllefjord,70.9457,27.3465,NO,2.0,41.97,74,100,26.87
481,Mujiayingzi,42.1167,118.7833,CN,8.0,69.15,73,99,6.71
482,Muros,42.7762,-9.0603,ES,2.0,67.62,71,11,5.32
483,Oodweyne,9.4092,45.064,SO,3.0,92.1,35,8,22.77
484,Meadow Lake,34.8014,-106.5436,US,-6.0,82,41,47,9.55
485,Pangoa,-12.1167,-73.0,PE,-5.0,89.82,41,36,5.68
486,Pestyaki,56.7103,42.6717,RU,3.0,49.19,72,91,18.39
487,Mbanza-Ngungu,-5.25,14.8667,CD,1.0,88.5,45,59,10.6
488,Jalu,29.0331,21.5482,LY,2.0,93.76,28,0,15.14
489,Verāval,20.9,70.3667,IN,5.5,84.4,74,20,13.91
490,Kristiansund,63.1115,7.732,NO,2.0,53.73,56,56,8.68
491,Sola,-13.8833,167.55,VU,11.0,78.33,76,51,17.69
492,San Patricio,28.017,-97.5169,US,-5.0,94.51,42,10,16.69
493,Yanam,16.7333,82.2167,IN,5.5,83.23,81,100,6.96
494,Grindavik,63.8424,-22.4338,IS,0.0,55.53,80,100,40.71
495,Norman Wells,65.282,-126.8329,CA,-6.0,63.34,81,100,3.71
496,Shelbyville,35.4834,-86.4603,US,-5.0,83.19,57,47,8.39
497,Cimitarra,6.3142,-73.9497,CO,-5.0,93.34,53,48,3.6
498,Lamar,33.6668,-95.5836,US,-5.0,95.47,46,39,8.99
499,Rawson,-43.3002,-65.1023,AR,-3.0,60.94,51,25,6.71
500,Slantsy,59.1182,28.0914,RU,3.0,51.93,54,71,11.81
501,Egvekinot,66.3167,-179.1667,RU,12.0,46.98,81,97,13.2
502,Poso,-1.3959,120.7524,ID,8.0,85.01,64,96,6.87
503,Balyqshy,47.0667,51.8667,KZ,5.0,77.14,33,52,13.56
504,Olafsvik,64.8945,-23.7142,IS,0.0,54.77,87,100,41.05
505,Forsytheganj,52.6333,29.7333,BY,3.0,57.6,47,30,9.71
506,Vypolzovo,57.8767,33.6986,RU,3.0,47.7,91,100,11.36
507,Hervey Bay,-25.2986,152.8535,AU,10.0,69.85,70,10,14.63
508,Verkhniy Lomov,53.4678,43.5511,RU,3.0,54.01,51,99,18.54
509,Menzel Salem,35.8567,8.4765,TN,1.0,90.07,42,45,14.41
510,Kununurra,-15.7667,128.7333,AU,8.0,86.94,44,48,25.95
511,Kaeo,-35.1,173.7833,NZ,12.0,60.06,64,77,10.63
512,Cooma,-36.2333,149.1333,AU,10.0,46.99,96,100,15.32
513,Mandera,3.9366,41.867,KE,3.0,94.84,30,63,22.41
514,West Bay,19.3667,-81.4167,KY,-5.0,87.01,74,24,13.06
515,Svarychiv,48.9622,24.1966,UA,3.0,65.88,60,31,10.69
516,Luanda,-8.8368,13.2343,AO,1.0,74.5,78,75,11.39
517,Buriti Bravo,-5.8372,-43.8336,BR,-3.0,97.2,37,26,6.8
518,Maputo,-25.9653,32.5892,MZ,2.0,81.27,49,0,15.7
519,Tilichiki,60.4667,166.1,RU,12.0,54.63,76,89,5.48
520,Caravelas,-17.7125,-39.2481,BR,-3.0,79.65,78,74,8.25
521,Klaksvík,62.2266,-6.589,FO,1.0,54.37,78,21,18.86
522,Hokitika,-42.7167,170.9667,NZ,12.0,54.05,75,100,8.03
523,Tsimmerbude,54.675,20.1347,RU,2.0,60.39,49,66,12.03
524,Chernushka,56.5072,56.0766,RU,5.0,52.02,57,96,20.29
525,Port Hardy,50.6996,-127.4199,CA,-7.0,58.46,94,100,21.32
526,Port-Gentil,-0.7193,8.7815,GA,1.0,76.35,86,100,14.41
527,Coahuayana Viejo,18.7333,-103.6833,MX,-5.0,89.08,69,98,4.61
528,Pionki,51.476,21.4499,PL,2.0,61.83,46,2,9.04
529,Distrikt Brokopondo,4.75,-55.1667,SR,-3.0,86.52,65,66,7.83
530,Kirksville,40.1948,-92.5833,US,-5.0,74.66,80,94,11.01
531,Itoman,26.1247,127.6694,JP,9.0,85.53,78,55,12.35
532,Kilindoni,-7.9139,39.6668,TZ,3.0,77.94,71,77,14.29
533,Husavik,66.0449,-17.3389,IS,0.0,61.11,58,98,23.87
534,Paita,-5.0892,-81.1144,PE,-5.0,73.96,70,12,18.72
535,Yangi Marg`ilon,40.4272,71.7189,UZ,5.0,100.15,7,0,7.87
536,Bellefontaine,40.3612,-83.7597,US,-4.0,75.63,54,65,13.49
537,Iralaya,15.0,-83.2333,HN,-6.0,83.1,76,90,10.45
538,Senno,59.5336,33.9167,RU,3.0,49.71,76,100,10.78
539,Santa Cruz de la Sierra,-17.8,-63.1667,BO,-4.0,94.51,34,19,16.4
540,Ponta Delgada,37.7333,-25.6667,PT,0.0,73.24,74,58,16.46
541,Nuristan,35.3,70.8333,AF,4.5,63.27,25,0,10.85
542,Kumagaya,36.1333,139.3833,JP,9.0,70.83,88,100,3.67
543,Brownsville,25.9018,-97.4975,US,-5.0,95.27,45,21,17.58
544,Martapura,-3.4167,114.85,ID,8.0,86.54,67,58,4.5
545,Margate,51.3813,1.3862,GB,1.0,59.67,92,99,15.79
546,Ardmore,34.1743,-97.1436,US,-5.0,98.6,37,62,12.12
547,Hadsund,56.7148,10.1168,DK,2.0,63.48,42,100,12.82
548,Mtwara,-10.2667,40.1833,TZ,3.0,80.17,61,98,12.35
549,Diu,20.7141,70.9822,IN,5.5,85.21,70,63,14.29
550,Port Lincoln,-34.7333,135.8667,AU,9.5,57.94,63,97,15.59
551,Balinţ,45.8125,21.8536,RO,3.0,77.23,35,49,6.4
552,Manhattan,40.7834,-73.9662,US,-4.0,78.75,39,43,7.83
553,Dauphin,51.1494,-100.0502,CA,-5.0,63.64,61,83,12.41
554,Kpandae,8.4689,-0.0113,GH,0.0,82.58,76,100,7.38
555,Alghero,40.5589,8.3181,IT,2.0,79.45,68,12,13.47
556,Lac-Mégantic,45.5834,-70.8823,CA,-4.0,69.28,33,7,12.33
557,Yeppoon,-23.1333,150.7333,AU,10.0,73.17,69,11,10
558,Nioro,13.35,-15.75,GM,0.0,87.44,65,38,13.82
559,Lagos,6.5833,3.75,NG,1.0,83.5,70,85,7.63
560,Luganville,-15.5333,167.1667,VU,11.0,79.21,68,65,7.87
561,Naryan-Mar,67.6713,53.087,RU,3.0,53.58,65,41,11.88
562,Teahupoo,-17.8333,-149.2667,PF,-10.0,76.96,76,29,16.6
563,Guánica,17.9716,-66.908,PR,-4.0,88.95,61,24,17.13
564,Cedar City,37.6775,-113.0619,US,-6.0,81.63,21,2,7.76
565,Denpasar,-8.65,115.2167,ID,8.0,82.15,71,94,11.79
566,Havelock,34.8791,-76.9013,US,-4.0,80.65,46,0,7.96
567,Laurel,39.0993,-76.8483,US,-4.0,79.05,49,30,5.82
568,Sosnogorsk,63.6023,53.8817,RU,3.0,52.2,59,98,9.22
569,Brigantine,39.4101,-74.3646,US,-4.0,76.91,53,76,10.42
570,Dzaoudzi,-12.7887,45.2699,YT,3.0,76.93,70,34,18.3
571,Sidi Ali,36.0998,0.4206,DZ,1.0,83.46,51,0,15.95
572,Chauk,20.8833,94.8167,MM,6.5,88.21,65,100,16.13
573,Bihārīganj,25.7333,86.9833,IN,5.5,95.58,61,100,4.74
574,Fort Nelson,58.8053,-122.7002,CA,-7.0,71.06,52,100,7.85
575,Erzincan Province,39.75,39.5,TR,3.0,80.58,26,0,7.76
576,Nhulunbuy,-12.2333,136.7667,AU,9.5,84.7,56,8,18.52
577,Ngunguru,-35.6167,174.5,NZ,12.0,58.59,56,60,11.61
578,Beckley,37.7782,-81.1882,US,-4.0,76.87,54,28,8.08
579,Damietta,31.4165,31.8133,EG,2.0,84.9,61,1,9.71
580,Sterling,39.0062,-77.4286,US,-4.0,79.23,52,63,5.84
581,Pereslavl'-Zalesskiy,56.7393,38.8563,RU,3.0,50.13,70,84,17.31
582,Lillesand,58.2488,8.3778,NO,2.0,62.06,54,74,10.65
583,Jaciara,-15.9653,-54.9683,BR,-4.0,101.73,18,5,5.32
584,Kloulklubed,7.0419,134.2556,PW,9.0,85.32,70,79,9.44
585,Koumac,-20.5667,164.2833,NC,11.0,75.02,58,0,10.98
586,Tulun,54.5611,100.5792,RU,8.0,51.96,45,36,7.36
587,Kiryat Gat,31.61,34.7642,IL,3.0,91.89,39,0,14.94
588,Kerrville,30.0474,-99.1403,US,-5.0,92.86,45,7,13.35
589,Assiut,27.181,31.1837,EG,2.0,98.58,25,2,18.63
590,San Andrés,12.5847,-81.7006,CO,-5.0,87.82,78,59,17.29
591,Acarí,-15.4311,-74.6158,PE,-5.0,69.62,70,70,8.88
592,Puri,19.8,85.85,IN,5.5,89.28,63,24,13.89
593,Masty,53.4122,24.5387,BY,3.0,59.05,51,12,10.13
594,Mahon,39.8885,4.2658,ES,2.0,78.24,70,1,7.94
595,Tessalit,20.1986,1.0114,ML,0.0,105.4,9,38,18.1
596,Jaqué,7.5175,-78.1703,PA,-5.0,78.96,90,99,10.13
597,Quryq,43.2,51.65,KZ,5.0,77.88,27,100,11.9
598,Butka,56.7179,63.7866,RU,5.0,61.83,61,99,12.64
599,Hemsedal,60.8629,8.5534,NO,2.0,56.3,66,96,3.98
600,Soyo,-6.1349,12.3689,AO,1.0,77.31,76,49,9.22
601,Zelenoborsk,61.4669,64.0333,RU,5.0,60.12,43,6,17.9
602,Pervomayskoye,43.919,46.7102,RU,3.0,75.11,36,0,10.51
603,Bilma,18.6853,12.9164,NE,1.0,101.82,12,4,10.33
604,Patnongon,10.9132,121.9937,PH,8.0,83.41,72,98,6.76
605,Lexington,37.9887,-84.4777,US,-4.0,80.96,57,39,13.18
606,Christchurch,-43.5333,172.6333,NZ,12.0,58.68,59,80,6.73
607,Kaduna,10.5222,7.4383,NG,1.0,85.44,60,79,6.71
608,Luleå,65.5842,22.1547,SE,2.0,53.74,42,8,12.24
609,Garachiné,8.0647,-78.3628,PA,-5.0,82.51,82,97,11.81
610,Taunggyi,20.7833,97.0333,MM,6.5,75.61,70,98,5.32
611,Westerland,54.9079,8.3033,DE,2.0,65.73,74,65,18.57
612,Löningen,52.7333,7.7667,DE,2.0,66.45,64,15,7.02
613,Atherton,53.5237,-2.4935,GB,1.0,62.19,61,100,8.3
614,Muravlenko,63.7898,74.523,RU,5.0,68.56,48,0,27.25
615,Huaicheng,23.9051,112.1931,CN,8.0,96.53,47,7,3.94
616,Española,35.9911,-106.0806,US,-6.0,84.69,27,71,14.74
617,Ust'-Uda,54.1742,103.0304,RU,8.0,52.54,48,87,7.9
618,El Chichicaste,14.0667,-86.3,HN,-6.0,88.66,54,99,4.9
619,Aden,12.7794,45.0367,YE,3.0,91.94,70,47,21.43
620,Codrington,-38.2667,141.9667,AU,10.0,54.39,68,26,21.45
621,Batamshinskiy,50.5594,58.2747,KZ,5.0,67.84,33,10,19.28
622,Nishihara,26.1842,127.7558,JP,9.0,85.39,77,56,10.54
623,Kawalu,-7.3817,108.2082,ID,7.0,84.06,59,76,7.49
624,Huarmey,-10.0681,-78.1522,PE,-5.0,68.2,72,62,10.36
625,Genteng,-8.3667,114.15,ID,7.0,85.37,57,95,7.52
626,Yangambi,0.8102,24.4336,CD,2.0,81.25,69,99,4.09
627,Obzor,42.8167,27.8833,BG,3.0,71.96,51,5,11.01
628,Dudinka,69.4058,86.1778,RU,7.0,61.74,63,88,26.37
629,Sri Aman,1.2376,111.4621,MY,8.0,93.38,54,54,2.64
630,Mt. Pleasant,32.7941,-79.8626,US,-4.0,80.58,62,73,13.62
631,Jimo,36.3897,120.4622,CN,8.0,72.64,94,100,21.43
632,Valparaíso,-33.0393,-71.6273,CL,-4.0,64.71,54,0,11.61
633,Lázaro Cárdenas,17.9583,-102.2,MX,-5.0,84.24,73,99,8.28
634,Province of Groningen,53.25,6.75,NL,2.0,63.45,65,72,9.62
635,Kirovskiy,45.0917,133.5136,RU,10.0,80.17,38,0,6.33
636,Brewster,41.3973,-73.6171,US,-4.0,76.41,51,0,5.03
637,Kristinehamn,59.3098,14.1081,SE,2.0,59.14,37,3,6.64
638,Mahrīz,31.5917,54.4318,IR,4.5,93.4,8,0,18.25
639,‘Āhuimanu,21.4447,-157.8378,US,-10.0,82.11,65,27,20.31
640,Kédougou,12.5579,-12.1743,SN,0.0,80.01,88,100,3.89
641,Oussouye,12.485,-16.5469,SN,0.0,87.73,56,86,17.9
642,Benxi,41.2886,123.765,CN,8.0,82.13,46,54,4.85
643,Rūdbār,30.15,62.6,AF,4.5,101.62,15,4,14.09
644,Port Augusta,-32.5,137.7667,AU,9.5,61.05,57,91,18.63
645,Oil City,41.4339,-79.7064,US,-4.0,76.44,47,20,6.42
646,Winder,33.9926,-83.7202,US,-4.0,82.02,43,18,4.03
647,Dalvik,65.9702,-18.5286,IS,0.0,61.54,58,100,15.59
648,Isiro,2.7739,27.616,CD,2.0,70.3,95,100,4.56
649,Rantepao,-2.9701,119.8978,ID,8.0,75.87,87,98,2.53
650,Lethbridge,49.7,-112.8186,CA,-6.0,80.51,22,11,17.07
651,Saint Anthony,45.0205,-93.218,US,-5.0,76.8,44,17,13.38
652,Aksu,41.1231,80.2644,CN,8.0,85.73,26,0,5.41
653,Mangan,27.5167,88.5333,IN,5.5,83.53,83,79,5.53
654,Morondava,-20.2833,44.2833,MG,3.0,81.21,62,14,15.93
655,Mayumba,-3.432,10.6554,GA,1.0,77.38,73,23,8.3
656,Bandarbeyla,9.4942,50.8122,SO,3.0,88.38,50,6,34.52
657,Arman',59.7,150.1667,RU,11.0,58.44,85,100,31.18
658,Monteagudo,-19.8167,-63.9833,BO,-4.0,92.46,32,4,8.88
659,Wagar,16.1525,36.2032,SD,2.0,94.89,47,23,16.55
660,Mubārakpur,26.09,83.2922,IN,5.5,95.4,55,4,4.9
661,Caucaia,-3.7361,-38.6531,BR,-3.0,88,52,52,16.17
662,Geraldton,-28.7667,114.6,AU,8.0,74.28,32,0,18.43
663,Oistins,13.0667,-59.5333,BB,-4.0,83.79,72,75,21.18
664,Coquimbo,-29.9533,-71.3436,CL,-4.0,61.59,58,0,11.27
665,Springbok,-29.6643,17.8865,ZA,2.0,66.4,32,0,10.78
666,Ilhabela,-23.7781,-45.3581,BR,-3.0,75.4,72,22,12.84
667,Narón,43.5167,-8.1528,ES,2.0,71.2,61,16,5.97
668,Kaseda-shirakame,31.4167,130.3167,JP,9.0,82.44,76,100,4.85
669,Aktash,50.3,87.7333,RU,7.0,66.02,24,0,7.05
670,Gayéri,12.6497,0.4931,BF,0.0,90.21,56,50,11.65
671,Bakaly,55.1789,53.8028,RU,5.0,57.6,44,65,20.29
672,Iguatemi,-23.6803,-54.5611,BR,-4.0,96.58,19,4,11.41
673,Wamba,8.9333,8.6,NG,1.0,83.71,71,98,4.52
674,Hambantota,6.1241,81.1185,LK,5.5,86.11,65,92,23.89
675,La Ronge,55.1001,-105.2842,CA,-6.0,63.28,50,13,6.55
676,Sangre Grande,10.5835,-61.1177,TT,-4.0,81.82,87,100,12.8
677,Kautokeino,69.0125,23.0412,NO,2.0,45.3,51,64,21.52
678,Verkhnyaya Toyma,62.2349,44.9985,RU,3.0,50.52,71,95,6.44
679,Seeboden,46.8219,13.495,AT,2.0,73.54,50,72,5.12
680,Anloga,5.7947,0.8973,GH,0.0,80.08,81,100,15.61
681,Tanete,-3.9443,119.7848,ID,8.0,86.16,67,98,7.65
682,Lingao,19.9103,109.6859,CN,8.0,88.66,61,35,8.63
